Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,0,1,4,2,1,1,2,2,2,0.723,4698,0.851,0.0
1,0,1,2,2,1,1,1,3,3,0.841,4858,0.974,0.819
1,1,2,4,2,5,1,2,3,3,0.691,4874,0.837,0.51
1,0,2,2,1,1,1,1,1,1,0.856,5938,0.694,0.0
1,1,3,3,3,2,1,1,3,2,0.706,5497,0.63,0.0
0,1,3,3,2,4,1,2,3,3,0.717,2476,0.75,0.0
1,0,2,3,2,1,1,2,1,2,0.65,4596,0.822,0.661
1,0,4,1,1,1,1,1,3,3,0.786,4215,1.12,0.647
1,1,1,1,1,3,1,1,2,1,0.578,4228,0.465,0.269
1,1,3,2,1,4,1,1,2,3,0.851,5110,0.854,0.31
1,1,2,4,1,4,1,2,3,2,0.728,4637,0.655,0.104
1,0,2,6,2,1,1,2,3,1,0.721,4815,0.804,0.574
1,0,1,3,2,2,1,2,2,1,0.692,4556,0.473,0.173
1,0,0,4,2,1,1,1,2,2,0.718,4509,0.732,0.484
1,0,3,1,1,1,1,2,1,2,0.516,5047,0.756,0.0
0,0,0,2,1,1,1,6,1,4,0.781,2641,0.6,0.0
1,0,1,1,2,1,1,2,2,2,0.729,4230,0.659,0.413
1,0,4,5,1,2,1,1,3,3,0.593,5248,0.745,0.0
1,0,2,3,1,1,1,1,1,2,0.587,3948,0.68,0.0
0,0,4,4,2,1,1,6,2,2,0.496,2156,0.194,0.0
1,0,4,4,3,2,1,1,1,1,1.0,4669,0.729,0.418
1,0,2,2,3,1,1,2,1,1,0.765,4866,0.625,0.0
1,0,2,2,2,2,1,1,4,3,0.869,5012,0.809,0.482
0,0,3,4,1,1,1,1,2,4,0.35,1757,0.467,0.0
1,0,2,4,2,2,1,2,3,2,0.807,4874,0.708,0.0
1,0,3,3,2,2,1,2,1,1,0.772,4505,1.179,0.497
1,0,2,4,1,1,1,1,1,1,0.465,4010,0.513,0.0
1,0,3,3,1,1,1,1,3,2,0.566,4728,0.761,0.346
1,0,4,3,1,1,1,1,3,1,0.598,4310,0.875,0.721
1,0,3,4,1,1,1,2,2,1,0.567,5084,0.745,0.463
1,0,2,3,1,1,1,1,3,1,0.651,4546,0.712,0.0
0,0,2,5,1,1,1,1,2,3,0.827,2824,0.387,0.816
1,0,4,2,1,1,1,1,3,3,0.75,4983,0.733,0.0
1,0,2,2,1,1,1,1,3,2,0.622,4981,0.864,0.367
0,0,1,2,2,1,1,2,2,1,0.801,2870,0.5,0.0
0,1,5,1,2,5,1,4,2,2,0.482,2028,0.303,0.0
1,1,1,4,1,4,1,2,3,1,0.767,4059,0.778,0.053
0,0,3,2,1,1,1,2,3,3,0.577,2465,0.355,0.0
1,1,3,1,2,4,1,1,3,2,0.81,4277,0.69,0.29
0,1,3,4,2,3,1,2,3,3,0.654,2740,0.625,0.0
1,0,1,4,1,2,1,2,2,3,0.735,4833,0.667,0.675
1,0,2,4,2,2,1,2,2,2,0.917,4952,0.745,0.198
1,1,4,4,1,3,1,2,2,1,0.58,4244,0.778,0.167
1,0,0,4,2,1,1,1,2,3,0.811,4751,0.86,0.0
1,0,2,5,2,1,1,1,2,2,0.781,4906,0.561,0.399
1,1,5,2,1,5,1,1,1,3,0.706,3699,0.488,0.041
1,0,3,4,3,2,1,1,1,3,1.026,4531,0.738,0.19
1,1,2,2,2,3,1,1,2,2,0.533,3415,0.556,0.077
1,1,3,3,2,2,1,2,3,3,0.765,4121,0.723,0.091
1,1,3,2,1,4,1,2,2,1,0.699,4431,0.581,0.195
1,0,3,4,1,1,1,1,2,1,0.619,3889,0.86,0.461
1,0,2,1,1,2,1,2,3,1,0.754,4540,0.857,0.564
0,0,1,4,2,1,1,1,5,3,0.624,2253,0.455,0.0
0,0,2,4,2,1,1,2,3,3,0.663,2418,0.778,0.0
0,0,4,3,2,1,1,5,2,4,0.2,1664,0.5,0.0
0,0,3,5,2,2,1,2,2,5,0.0,1339,0.0,0.779
1,0,2,4,1,1,1,1,3,1,0.701,4562,0.634,0.669
1,0,2,3,2,1,1,2,1,3,0.858,4518,0.788,0.952
1,0,4,4,1,1,1,1,2,1,0.551,4153,0.925,0.539
1,1,2,3,2,4,1,1,1,3,0.64,4493,0.881,0.14
1,0,3,1,1,1,1,2,1,3,0.812,4803,0.804,0.0
0,0,3,4,1,1,1,5,3,5,0.609,1985,0.407,0.716
1,1,3,2,3,4,1,2,3,1,0.999,3719,0.643,0.253
0,0,4,1,2,1,1,4,3,2,0.424,2138,0.577,0.0
0,1,3,3,3,4,1,6,3,2,0.618,2120,0.593,0.0
1,1,2,4,2,4,1,1,4,1,0.572,4317,0.714,0.817
1,0,2,4,2,1,1,1,2,3,0.642,4349,0.731,0.67
1,0,1,6,1,1,1,1,2,3,0.962,4918,0.75,0.0
1,0,4,4,2,1,1,2,3,1,0.73,4570,0.952,0.0
1,1,3,2,1,5,1,1,2,1,0.605,4410,0.72,0.073
0,0,2,2,2,1,1,6,3,2,0.47,2115,0.448,0.642
1,1,1,1,1,5,1,1,1,3,0.71,3332,0.882,0.0
1,0,1,4,2,1,1,2,2,0,0.734,4769,0.826,0.0
1,1,2,1,2,3,1,2,1,1,0.585,4498,0.649,0.0
1,1,3,2,1,3,1,2,1,1,0.624,3738,0.604,0.616
1,0,2,4,1,1,1,1,1,2,0.735,4401,0.667,0.0
0,0,4,3,2,2,1,1,3,2,0.453,2055,0.314,0.0
1,0,3,2,1,1,1,1,2,3,0.94,4926,0.816,0.581
1,0,2,4,1,1,1,2,2,3,0.704,4838,0.735,0.554
1,1,3,4,1,3,1,1,2,2,0.636,5255,0.833,0.6
0,0,4,4,1,1,1,2,3,3,0.629,2450,0.531,0.85
1,0,4,3,1,2,1,2,2,2,0.739,3891,1.025,0.671
1,0,3,1,2,1,1,1,3,2,0.57,4175,1.026,0.615
0,0,2,4,1,1,1,1,2,3,0.713,2312,0.25,0.0
1,0,1,4,2,1,1,2,3,2,0.665,4511,0.767,0.0
1,0,2,2,1,2,1,1,2,2,0.929,4904,0.673,0.595
1,0,3,4,2,1,1,1,1,2,0.657,4377,0.867,0.744
0,0,4,4,1,1,1,5,3,3,0.707,2520,0.429,0.0
1,1,3,4,2,5,1,2,1,2,0.703,5051,0.66,0.284
1,0,3,3,1,1,1,1,1,2,0.868,4304,0.761,0.462
1,0,0,4,1,2,1,4,3,2,0.859,5270,1.0,0.223
1,0,0,3,1,1,1,2,2,3,0.623,4251,0.767,0.426
1,0,2,1,1,1,1,4,2,2,0.563,4466,0.889,0.408
1,0,2,2,2,1,1,6,1,1,0.879,4986,0.795,0.0
0,1,1,4,2,4,1,3,6,3,0.426,2361,0.464,0.0
0,0,2,4,1,1,3,6,2,1,0.494,2315,0.303,0.059
1,1,3,4,2,3,1,2,2,3,0.68,4026,0.828,0.412
1,1,3,1,1,5,1,6,3,3,0.463,5002,0.5,0.06
1,0,1,3,2,1,1,5,3,3,0.691,5176,0.784,0.0
1,1,1,2,1,2,1,2,2,1,0.557,4185,0.778,0.521
1,0,1,5,1,2,1,1,5,3,0.769,4643,0.617,0.0
1,1,0,2,1,1,1,2,1,1,0.597,4455,0.604,0.303
1,1,3,2,2,2,1,1,2,3,0.682,4069,0.737,0.224
1,0,1,6,2,1,1,2,3,1,0.57,4117,0.643,0.592
1,1,3,4,1,4,2,1,2,3,0.615,4826,0.667,0.035
1,0,1,4,1,1,1,2,2,1,0.824,4897,0.778,0.0
1,0,3,1,2,1,1,1,2,3,0.648,4203,0.872,0.677
1,0,4,4,1,2,1,2,3,1,0.579,3776,0.826,0.418
1,0,1,4,1,2,1,1,2,3,0.717,4833,0.75,0.268
0,0,3,2,1,1,1,4,3,3,0.845,2447,0.621,0.81
0,0,3,1,2,1,1,4,2,4,0.482,2241,0.8,0.0
1,0,3,2,1,1,1,2,1,1,0.664,3805,0.795,0.733
1,0,1,2,2,1,1,2,2,2,0.55,4758,0.723,0.879
0,0,3,1,1,2,1,1,2,3,0.751,2386,0.485,0.86
1,1,0,2,1,4,1,1,3,2,0.828,4765,0.767,0.073
1,1,2,3,2,4,1,1,1,3,0.814,4772,0.9,0.214
1,0,3,2,3,1,1,2,1,2,0.77,4289,0.674,0.0
1,1,3,4,2,4,1,1,2,3,0.668,4070,0.49,0.158
1,1,3,1,2,3,1,2,5,1,0.895,4722,0.841,0.0
1,0,2,3,2,1,1,1,3,2,0.843,4267,0.596,0.411
1,0,0,4,1,1,1,2,1,2,0.783,4614,1.0,0.325
1,1,4,4,2,4,1,2,1,1,0.7,4531,0.833,0.48
1,0,3,4,2,1,1,2,2,2,0.642,5138,0.68,0.0
1,0,4,2,1,1,1,1,1,3,0.57,4188,0.881,0.0
1,0,3,2,1,1,1,1,3,3,0.539,3630,0.696,0.611
0,0,2,6,2,2,1,1,3,3,0.644,2264,0.516,0.0
0,0,1,4,2,2,1,6,4,3,0.721,2532,0.483,0.215
1,1,5,3,2,2,1,1,3,2,0.636,4242,0.73,0.43
1,0,3,4,2,1,1,1,2,3,0.599,4373,0.935,0.839
1,0,3,2,1,1,1,1,4,3,0.622,4526,0.638,0.779
1,0,2,3,1,1,1,2,1,2,1.009,4126,0.931,0.501
1,0,1,2,1,1,1,1,1,3,0.625,4686,0.761,0.495
0,0,4,6,1,1,1,2,2,3,0.568,2595,0.409,0.0
1,0,3,1,1,1,1,2,3,3,1.043,4943,0.489,0.768
0,0,2,2,1,1,1,2,1,2,0.882,2752,0.433,0.0
1,0,3,6,2,1,1,2,3,1,0.842,4961,0.635,0.702
1,0,2,3,2,2,1,2,1,3,0.563,4894,0.826,0.446
1,0,3,4,2,1,1,2,3,2,0.678,5119,0.766,0.606
1,1,2,2,1,3,1,1,1,2,0.842,5066,0.9,0.91
1,0,2,2,2,2,1,2,3,3,0.926,4445,0.773,0.0
0,0,3,3,2,2,1,2,3,3,0.526,2811,0.3,0.0
1,0,1,2,3,1,1,2,1,3,1.05,4794,0.921,0.0
1,1,2,6,1,3,1,2,1,1,0.792,4775,0.66,0.0
1,1,2,2,1,2,1,2,3,2,0.913,4643,0.745,0.0
0,1,3,3,2,4,1,2,3,3,0.869,2639,0.643,0.734
1,0,3,2,1,1,1,1,3,2,0.61,4351,0.688,0.765
0,1,3,6,1,5,1,4,2,3,0.903,2718,0.63,0.0
0,1,5,4,2,3,1,2,3,5,0.713,2389,0.361,0.0
1,0,4,1,2,1,1,1,3,2,0.762,5199,0.738,0.978
1,1,3,3,3,2,1,2,3,1,0.758,4997,0.712,0.558
0,1,2,2,1,4,1,4,3,5,0.618,2607,0.367,0.0
1,1,0,2,1,4,1,2,2,2,0.63,4894,0.977,0.0
1,1,2,4,1,5,1,2,3,1,0.623,3761,0.657,0.053
1,1,3,4,2,5,1,1,1,1,0.569,3863,0.643,0.038
1,1,1,2,2,3,1,1,2,3,0.55,3607,0.471,0.406
1,0,4,3,1,1,1,2,3,2,0.707,5045,0.745,0.0
1,0,3,2,1,1,1,1,3,2,0.7,4750,0.978,0.731
1,1,2,1,1,3,1,1,2,1,0.883,4905,0.739,0.708
0,0,2,4,1,1,1,6,3,3,0.735,2771,0.5,0.0
1,0,3,4,1,1,1,1,3,2,0.675,4387,0.655,0.476
1,0,1,3,1,1,1,1,5,1,0.762,4731,0.651,0.0
1,0,1,2,2,1,1,1,2,3,0.75,4520,0.68,0.725
1,0,4,4,2,1,2,2,2,3,0.802,4892,0.593,0.134
0,0,1,4,1,1,1,1,4,4,0.703,2828,1.083,0.591
1,0,1,4,2,1,1,2,3,3,0.506,4486,0.682,0.0
1,0,1,4,1,1,1,1,1,3,0.652,4182,0.848,0.284
1,0,0,4,3,1,1,2,2,1,1.155,4386,0.778,0.557
1,0,3,6,2,2,1,2,1,1,0.712,4462,0.638,0.0
1,0,5,1,1,2,1,1,2,3,0.86,4610,0.773,0.597
0,1,5,3,2,3,1,2,3,3,0.825,2661,0.296,0.0
1,0,3,5,1,2,1,2,1,1,0.88,4586,0.756,0.552
1,0,5,4,2,1,1,1,3,2,0.717,4360,0.696,0.414
1,1,1,2,1,3,2,2,3,2,0.537,3722,0.725,0.0
0,0,1,2,1,1,1,2,3,3,0.736,2472,0.429,0.0
1,0,2,2,2,1,1,1,2,2,0.563,3588,0.432,0.567
1,0,2,4,1,1,1,2,2,1,0.74,5013,1.025,0.0
1,0,1,2,1,1,1,1,3,2,0.745,4148,0.862,0.627
1,0,4,2,1,1,1,2,1,2,0.682,4265,0.615,0.0
1,1,3,4,1,4,1,1,3,3,0.559,5472,0.591,0.0
1,0,0,3,2,1,1,1,1,2,0.49,4684,0.907,0.557
1,1,3,1,1,2,1,2,3,3,0.807,4195,0.854,0.173
1,1,3,1,1,3,1,1,2,0,0.751,5200,0.679,0.0
1,0,0,3,1,1,1,1,3,3,0.861,4783,0.685,0.0
1,0,2,2,2,1,1,1,3,1,0.742,4817,0.776,0.894
0,0,1,4,1,1,1,6,6,3,0.562,2164,0.607,0.492
0,0,3,4,1,1,1,1,3,4,0.676,2475,0.694,0.0
0,0,1,4,2,1,1,4,2,3,0.721,2516,0.575,0.0
0,0,4,2,2,1,1,5,3,5,0.513,2272,0.541,0.6
1,0,3,2,2,1,1,1,1,1,0.801,4883,0.614,0.574
1,0,2,4,2,1,1,2,3,1,0.736,4233,0.791,0.482
1,0,4,4,1,2,1,2,2,2,0.544,2480,0.567,0.607
1,0,2,4,1,1,1,1,2,2,0.644,5066,0.786,0.665
1,0,3,4,2,1,1,2,3,2,0.657,3890,0.66,0.361
1,0,1,2,2,1,1,1,3,1,0.655,4656,0.636,0.608
1,0,2,2,1,1,1,2,2,3,0.588,4163,0.804,0.366
0,0,3,2,2,1,1,2,2,4,0.46,2398,0.318,0.413
1,0,2,1,2,1,1,2,1,2,0.536,4644,0.771,0.0
1,1,2,4,1,2,1,1,3,1,0.793,5110,0.593,0.493
1,0,2,4,2,1,1,1,3,3,0.67,4663,0.771,0.973
1,1,2,4,1,5,1,1,3,3,0.791,4740,0.95,0.103
1,0,1,2,2,2,1,2,2,3,0.514,4999,0.557,0.338
1,0,1,4,2,1,1,1,3,2,0.731,5750,0.872,0.0
1,0,3,2,2,1,1,1,2,1,0.61,4189,0.976,0.598
1,1,4,2,3,3,1,1,1,1,0.726,5065,0.667,0.499
1,1,2,3,2,3,1,1,1,3,0.726,4844,0.976,0.128
1,0,3,2,2,2,1,2,3,2,0.645,5577,0.759,0.506
1,0,2,5,2,1,1,2,3,3,1.009,5228,0.7,0.81
1,0,3,6,1,1,1,1,6,3,0.724,4878,0.804,0.522
1,1,2,6,2,2,1,2,2,2,0.775,3911,0.778,0.807
1,0,3,3,2,1,1,2,1,2,0.71,4887,0.617,0.746
1,0,1,2,2,2,1,2,3,3,0.624,4341,0.643,0.515
1,0,3,2,2,1,1,2,2,1,0.532,4838,0.929,0.0
1,0,2,1,2,1,1,2,2,0,0.755,5626,1.081,0.556
1,0,4,2,1,1,1,2,1,2,0.558,4429,0.529,0.813
1,0,2,4,2,1,1,1,3,3,0.595,4684,0.755,0.282
1,0,1,2,3,1,1,2,3,2,0.391,4488,0.833,0.479
1,1,1,2,2,4,2,1,1,3,0.59,4081,0.421,0.059
1,1,4,4,2,3,1,2,3,3,0.598,4091,0.651,0.723
1,1,4,4,2,5,1,1,1,3,0.558,4985,0.776,0.237
1,1,3,3,2,3,1,1,3,1,0.887,4246,0.804,0.0
1,1,5,1,2,5,1,2,2,1,0.929,4738,0.867,0.0
1,0,2,2,3,1,1,1,2,2,0.573,4144,0.78,0.636
1,0,1,1,2,1,1,2,2,3,0.639,5271,0.854,0.971
1,1,2,6,1,5,1,2,1,3,0.539,3696,0.822,0.51
1,1,3,2,2,3,1,2,3,2,0.796,4667,0.82,0.506
0,0,3,4,2,1,1,2,3,4,0.315,1988,0.355,0.0
1,1,3,1,3,3,1,2,1,1,0.651,4955,0.627,0.522
1,0,3,1,1,1,1,2,2,1,0.762,4687,0.932,0.622
0,0,3,2,1,1,1,2,3,0,0.983,2750,0.367,0.831
0,0,1,4,2,1,1,5,3,3,0.612,2870,0.75,0.0
1,0,1,3,3,1,1,1,3,3,0.597,3908,0.702,0.416
1,1,4,6,2,4,1,2,3,2,0.539,4598,0.623,0.808
1,1,2,3,1,3,1,1,2,3,0.753,4957,0.765,0.186
1,1,4,6,2,3,1,2,1,2,0.555,4097,0.763,0.581
1,1,3,2,3,3,1,2,2,2,0.842,4754,0.674,0.105
1,0,0,5,1,1,1,1,3,1,0.537,4466,0.533,0.632
1,1,0,2,1,3,1,1,3,3,0.499,4479,0.69,0.849
1,0,4,3,1,1,1,1,3,0,0.566,4641,0.7,0.0
1,0,3,6,1,1,1,2,2,3,0.62,5020,0.843,0.0
1,0,4,2,2,1,1,2,2,2,0.794,5111,0.66,0.715
1,1,5,2,1,3,1,1,2,2,0.627,3459,0.71,0.0
1,0,2,4,2,1,1,2,3,2,0.811,3763,0.864,0.0
1,0,2,4,1,1,1,2,2,2,0.705,4833,0.69,0.583
1,1,3,4,2,5,1,2,3,1,0.781,3906,0.977,0.0
1,0,3,2,2,1,1,2,2,1,0.742,4633,0.68,0.096
1,0,2,4,2,1,1,1,2,2,0.621,4621,0.75,0.727
1,0,2,3,1,2,1,2,1,3,0.85,4835,0.75,0.186
1,1,2,4,2,3,1,1,1,1,0.609,3912,0.975,0.0
1,1,2,4,2,3,1,2,3,1,0.601,3946,0.75,0.513
1,1,1,2,2,3,1,2,3,3,0.79,4898,0.667,0.473
0,0,3,2,1,1,1,6,3,5,0.636,2416,0.667,0.286
1,0,2,6,3,1,1,1,2,2,0.621,5152,0.765,0.21
1,1,4,2,1,1,1,2,3,1,0.601,4015,1.0,0.439
1,1,2,4,2,3,1,2,1,0,0.761,5298,0.919,0.781
1,0,4,3,2,1,1,1,5,2,0.689,4609,0.794,0.537
1,0,1,4,2,2,1,2,2,2,0.712,4841,0.725,0.789
1,1,3,3,2,5,1,2,3,2,0.665,4520,0.923,0.0
1,1,2,4,2,5,1,1,3,3,0.898,4793,0.63,0.0
1,0,5,3,2,2,1,2,3,2,0.685,4758,0.558,0.568
1,0,4,5,3,2,1,2,2,3,0.687,4904,0.7,0.679
1,0,2,2,1,1,1,2,2,3,0.713,4194,0.857,0.53
0,1,3,1,1,5,1,2,3,5,0.631,2305,0.448,0.353
1,1,2,1,3,3,1,2,1,2,0.488,4797,0.907,0.0
1,0,3,2,1,2,1,2,3,3,0.595,4971,0.757,0.882
1,0,3,4,1,1,1,2,2,2,0.78,4563,0.712,0.596
1,0,3,4,1,1,1,1,3,1,0.883,4854,0.947,0.629
1,0,4,4,2,1,1,1,1,3,0.662,4452,0.894,0.585
0,0,3,4,1,1,1,6,3,4,0.76,2622,0.71,0.0
1,0,3,1,3,2,1,2,3,3,0.638,5047,0.837,0.0
1,0,1,2,2,1,1,1,1,1,0.857,4515,0.925,0.689
1,0,4,2,2,1,1,1,3,0,0.647,4588,0.923,0.917
1,0,0,1,2,1,1,1,1,3,0.609,4726,0.812,0.743
0,0,2,4,1,2,1,2,3,4,0.741,2558,0.652,0.134
1,0,3,1,1,1,1,2,3,3,0.647,4774,0.805,0.598
1,1,5,1,1,3,1,1,1,2,0.72,5022,0.854,0.263
0,0,4,1,1,1,1,2,2,3,0.445,2037,0.387,0.0
1,0,3,2,1,2,1,1,1,2,0.758,5616,0.659,0.628
1,1,4,3,2,2,1,2,3,1,0.731,4460,0.771,0.501
1,0,2,4,3,1,2,2,2,2,0.546,3881,0.791,0.0
1,0,3,3,2,1,1,1,2,3,0.605,4636,0.72,0.471
1,1,2,4,1,3,1,1,3,2,1.172,4514,1.2,0.229
1,1,3,3,1,2,1,1,2,1,0.522,4325,0.75,0.317
1,0,0,4,2,1,1,2,2,2,0.729,5247,0.615,0.645
1,0,4,1,2,1,1,1,3,3,0.818,5106,0.762,0.509
1,0,1,1,1,2,1,1,3,2,0.669,4804,0.881,0.264
1,1,4,4,1,5,1,2,1,1,0.663,4674,0.821,0.678
1,0,3,3,2,1,1,2,1,3,0.69,5076,0.826,0.472
1,0,1,2,3,1,1,1,1,2,0.613,4171,1.206,0.473
1,0,4,4,2,2,1,1,1,3,0.861,4885,0.63,0.0
0,0,1,2,2,2,1,2,4,3,0.788,2877,0.581,0.153
1,1,3,4,1,5,1,1,2,2,0.585,4520,0.659,0.033
0,1,4,6,2,3,1,1,2,2,0.426,2032,0.444,0.192
1,1,4,1,1,3,1,1,2,1,0.592,4892,0.818,0.0
1,0,5,4,1,1,1,1,2,1,0.582,4510,0.66,0.706
1,0,1,2,1,2,1,1,2,3,0.602,4711,0.882,0.514
1,0,4,4,3,2,1,1,3,3,0.595,4208,0.919,0.663
1,0,4,4,1,2,1,2,3,3,0.689,5421,0.829,0.742
1,0,3,2,2,2,1,1,3,3,0.769,5657,0.517,0.519
1,0,0,2,2,2,1,2,3,1,0.544,4325,0.72,0.255
1,0,4,4,3,1,1,1,2,1,0.729,4504,1.051,0.712
1,0,3,3,3,1,1,1,1,3,0.686,3474,0.667,0.629
1,0,4,1,1,2,1,1,1,3,0.76,4700,0.643,0.528
0,0,1,2,1,1,1,4,3,2,0.597,2499,0.464,0.0
0,0,2,4,1,1,1,1,3,4,0.502,2469,0.267,0.0
1,0,1,4,1,1,1,2,2,3,0.749,4534,0.977,0.462
1,0,3,4,1,1,1,1,3,1,0.725,4863,1.135,0.767
1,1,4,3,1,3,1,2,3,1,0.7,4559,0.905,0.254
1,0,4,2,1,1,1,2,4,3,0.854,5524,0.972,0.675
1,0,2,1,1,2,1,1,3,2,1.177,4698,0.923,0.825
1,0,4,4,2,2,1,1,2,3,0.712,4911,0.864,0.47
1,0,3,2,3,1,1,1,1,1,0.924,4906,0.804,0.684
1,0,4,3,2,2,1,1,1,2,0.726,4017,0.853,0.791
1,1,3,4,1,4,1,2,3,3,0.409,4231,0.55,0.103
1,0,2,4,2,1,1,1,1,1,0.7,4891,0.776,0.0
1,0,2,3,1,1,1,1,3,2,0.571,4447,0.821,0.499
1,0,2,2,1,2,1,2,3,1,0.7,4035,0.891,0.0
1,0,2,4,2,1,1,1,3,3,0.778,5109,0.722,0.0
1,0,4,4,2,1,1,2,3,3,0.728,4592,0.804,0.741
1,0,4,4,1,1,1,1,1,3,0.812,3843,0.634,0.502
1,0,5,4,2,1,1,2,3,3,0.635,5089,0.455,0.646
1,0,2,3,2,1,1,1,2,1,0.6,4926,0.745,0.609
1,1,2,4,1,3,1,2,1,1,0.507,4828,0.64,0.136
1,1,2,4,1,2,1,1,1,3,0.68,3499,0.86,0.477
1,0,3,2,1,1,1,1,2,2,0.708,5154,0.976,0.67
1,0,3,6,2,1,1,1,3,3,0.825,5067,0.865,0.606
0,0,3,2,2,2,1,5,3,2,0.694,2843,0.5,0.0
1,0,4,4,1,1,1,2,3,2,0.657,4906,0.818,0.63
1,0,3,2,2,1,1,2,3,0,0.698,4544,0.929,0.248
1,1,3,4,2,5,1,1,2,2,0.819,4812,0.653,0.0
0,1,2,4,1,3,1,2,3,3,0.466,2355,0.621,0.0
1,1,2,1,2,2,1,1,3,3,0.597,4675,0.692,0.786
0,0,1,1,2,1,1,6,2,2,0.706,2614,0.531,0.0
1,1,2,5,1,3,1,1,3,2,0.604,5483,0.791,0.597
1,0,4,4,2,1,1,1,3,1,0.619,4575,0.786,0.0
1,0,2,4,2,1,1,2,3,2,0.728,4851,0.642,0.0
1,0,3,2,2,1,1,2,2,1,0.581,4747,0.791,0.883
1,0,2,2,2,1,1,1,2,2,0.852,5401,0.661,0.568
1,0,1,4,1,2,1,2,2,0,0.743,5350,0.714,0.712
1,0,2,4,2,1,1,2,3,1,0.497,4763,0.66,0.569
1,0,3,4,3,2,1,1,3,2,0.682,3943,0.744,0.591
1,0,2,1,2,1,1,1,2,3,0.693,4649,0.76,0.677
1,0,2,2,2,2,1,2,2,3,0.661,4569,0.608,0.37
1,0,5,1,2,1,1,1,3,2,0.832,4797,0.851,0.294
1,0,2,4,2,1,1,1,3,3,0.77,4878,0.87,0.0
1,1,1,4,1,1,1,1,6,3,0.63,4314,0.609,0.618
1,0,3,4,2,1,1,1,3,1,0.748,5110,0.63,0.646
1,0,1,6,1,1,1,1,2,3,0.731,4811,0.925,0.886
1,0,5,4,1,1,1,2,2,2,0.874,4805,0.792,0.564
1,1,4,4,1,4,1,1,1,3,0.806,4678,0.729,0.0
0,0,1,2,1,1,1,1,5,2,0.596,2220,0.731,0.0
1,0,3,4,2,1,1,1,2,2,0.635,4976,0.842,0.58
1,0,2,1,1,1,1,2,3,1,0.991,4426,1.111,0.353
1,1,3,3,1,3,1,1,1,2,0.661,5052,0.694,0.103
0,1,2,2,2,4,1,6,2,0,0.89,2932,0.913,0.0
1,0,4,2,1,2,1,2,4,1,1.01,5237,0.829,0.381
1,0,1,3,2,1,1,1,3,3,1.049,4881,0.923,0.579
1,1,1,3,1,5,1,1,3,1,0.565,4468,0.75,0.673
1,1,1,4,2,3,1,2,2,3,0.754,5098,1.071,0.0
1,0,4,4,1,2,1,2,1,1,0.728,4494,0.708,0.0
1,0,3,3,1,2,1,2,1,2,0.473,4699,0.925,0.63
1,0,3,1,2,1,1,2,2,2,0.943,5173,0.706,0.575
1,0,4,1,1,1,1,2,2,2,0.671,4751,0.642,0.644
1,1,3,1,2,3,1,2,2,1,0.538,4380,0.739,0.0
1,1,2,6,1,3,1,2,2,1,0.45,4498,0.574,0.498
1,1,3,6,1,2,1,2,6,3,0.669,4436,0.804,0.32
1,0,3,4,1,2,1,1,3,3,0.595,4643,0.702,0.264
1,1,4,3,1,4,1,2,2,3,0.839,5056,0.547,0.459
1,0,3,1,1,1,1,2,2,2,0.579,4869,0.512,0.0
1,0,4,1,1,2,1,1,1,0,0.61,5216,0.66,0.0
1,0,1,4,1,2,1,2,2,3,0.724,4613,1.0,0.0
1,1,3,2,1,4,1,2,1,3,0.88,3831,0.667,0.528
0,0,4,3,1,1,1,6,3,2,0.574,2401,0.742,0.665
1,1,0,1,1,2,1,1,2,3,0.533,4431,0.651,0.664
1,0,0,4,2,2,1,2,2,1,0.814,4962,0.841,0.593
1,0,5,4,2,1,1,2,3,1,0.757,4500,0.972,0.726
1,1,4,1,2,2,1,1,4,1,0.788,4220,1.174,0.0
1,0,4,1,2,1,1,1,1,1,0.644,5321,0.95,0.671
1,0,3,5,2,1,1,2,3,2,0.814,5578,0.854,0.78
0,0,1,2,2,1,1,4,3,3,0.874,2878,0.452,0.914
1,0,2,2,2,1,1,1,3,3,0.726,4981,0.698,0.608
1,0,2,3,1,1,1,1,3,1,0.767,5112,0.673,0.577
1,0,3,4,1,1,1,2,2,3,0.81,4928,0.909,0.0
1,0,3,3,1,2,1,2,3,3,0.899,3029,0.733,0.248
0,0,4,4,2,1,1,2,4,3,0.31,1874,0.739,0.977
1,0,3,4,2,1,1,2,3,1,0.686,4834,0.667,0.0
1,0,2,5,2,1,1,1,3,3,0.894,5039,0.745,0.615
0,1,1,4,1,3,1,6,4,3,0.433,2083,0.647,0.175
0,0,5,4,2,1,1,2,3,3,0.864,2801,1.217,0.645
1,0,2,1,1,1,1,2,2,2,0.782,4930,0.784,0.0
1,0,2,6,2,1,1,1,4,2,0.457,4155,0.667,0.0
1,0,3,1,2,1,1,1,1,1,0.591,4405,0.864,0.886
1,0,4,4,1,2,1,1,2,1,0.731,5217,0.725,0.647
1,0,1,1,1,1,1,1,5,1,0.631,4846,0.84,0.0
1,0,2,2,2,1,1,2,3,2,0.507,5092,0.759,0.556
1,0,0,1,2,2,1,1,3,3,0.805,5313,1.194,0.871
